temporada,programa,cancion,artista,j1,j2,j3,j4,publico,bonus,final,total,j5
8,2,Dos hombres y un destino de David Bustamante y Àlex Casademunt,Gemeliers,12,12.0,12,11,12,,24.0,47 (12),0
8,2,God Is a Woman de Ariana Grande,Nerea Rodríguez,11,8.0,11,12,9,,20.0,42 (11),0
8,2,En el último minuto de Miguel Poveda,Jorge González,6,11.0,10,4,11,,19.0,31 (8),0
8,2,Eres mia de Romeo Santos,María Isabel,9,9.0,8,9,8,,17.0,35 (9),0
8,2,I Was Made for Loving' You de Paul Stanley (Kiss),Mario Vaquerizo,4,6.0,5,10,10,,16.0,25 (6),0
8,2,Ahora estoy mejor de Isa P,Belinda Washington,10,10.0,9,8,6,,16.0,37 (10),0
8,2,Let's get Loud de Jennifer Lopez,Cristina Ramos,5,4.0,6,5,7,,11.0,20 (4),0
8,2,Echo de menos de Kiko Veneno,El Monaguillo,8,7.0,7,6,4,,11.0,28 (7),0
8,2,Trébole de Rocío Dúrcal,Rocío Madrid,7,5.0,4,7,5,,10.0,23 (5),0
8,3,Hot Stuff de Donna Summer,Cristina Ramos,11,12.0,12,12,11,,23.0,47 (12),0
8,3,Mariana mambo de Chayanne,Jorge González,9,11.0,10,11,10,,21.0,41 (11),0
8,3,Summer nights de John Travolta con Eva Soriano como Olivia Newton-John (Grease) (Te lo robo - Gemeliers),Mario Vaquerizo,10,8.0,5,9,12,,20.0,32 (8),0
8,3,Nada sale mal de Aitana Ocaña,Rocío Madrid,12,7.0,9,8,9,,19.0,36 (10),0
8,3,Todas las flores de Soledad Giménez (Presuntos Implicados),Nerea Rodríguez,7,9.0,8,10,7,,16.0,34 (9),0
8,3,Así fue de Isabel Pantoja,María Isabel,6,4.0,6,5,8,,13.0,21 (5),0
8,3,Mayores de Bad Bunny y Becky G,Gemeliers,5,10.0,11,6,6,,13.0,32 (7),0
8,3,Because the Night de Patti Smith,Belinda Washington,8,6.0,7,7,5,,11.0,28 (6),0
8,3,"Don't Worry, Be Happy de Bobby McFerrin",El Monaguillo,4,5.0,4,4,4,,8.0,17 (4),0
8,4,Inmortal de Leire Martínez (La Oreja de Van Gogh),María Isabel,12,10.0,12,12,12,,24.0,46 (12),0
8,4,No de Shakira (Te lo robo - Rocío Madrid),Cristina Ramos,11,11.0,11,10,9,,20.0,43 (11),0
8,4,I Don't Care de Ed Sheeran y Justin Bieber,Gemeliers,8,12.0,10,6,10,,19.0,36 (9),0
8,4,La mandanga de El Fary,Rocío Madrid,7,7.0,7,7,11,,18.0,28 (7),0
8,4,Lush Life de Zara Larsson,Nerea Rodríguez,10,8.0,9,11,8,,18.0,38 (10),0
8,4,"Relax, Take It Easy de Mika",Jorge González,9,9.0,8,9,6,,14.0,35 (8),0
8,4,Fotonovela de Iván,Mario Vaquerizo,6,6.0,6,8,7,,13.0,26 (6),0
8,4,Vamos muy bien de Fortu Sánchez (Obús),El Monaguillo,4,4.0,5,4,5,,9.0,17 (4),0
8,4,You Gotta Be de Des'ree,Belinda Washington,5,5.0,4,5,4,,9.0,19 (5),0
8,5,Solamente tú y Prometo de Pablo Alborán,Gemeliers,11,10.0,12,12,12,,24.0,45 (12),0
8,5,No me des guerra de Bambino,Jorge González,10,11.0,11,10,11,,21.0,42 (10),0
8,5,Galilea de Sergio Dalma (Training VIP),El Monaguillo,12,9.0,10,11,8,,19.0,42 (11),0
8,5,Señorita de Camila Cabello con Raoul Vázquez como Shawn Mendes (Trae un amigo),Nerea Rodríguez,8,5.0,8,6,10,,17.0,27 (7),0
8,5,La bomba gitana de Lola Flores,Mario Vaquerizo,4,12.0,5,9,9,,17.0,30 (8),0
8,5,Don't Start Now de Dua Lipa,Rocío Madrid,9,8.0,9,8,6,,15.0,34 (9),0
8,5,Be My Baby de Veronica Bennett (The Ronettes),Belinda Washington,5,7.0,6,7,7,,13.0,25 (6),0
8,5,Dressed for Success de Marie Fredriksson (Roxette),Cristina Ramos,6,4.0,7,4,5,,9.0,21 (4),0
8,5,Punto G y Mi cama de Karol G,María Isabel,7,6.0,4,5,4,,9.0,22 (5),0
8,6,La de la mochila azul de Pedrito Fernández,Nerea Rodríguez,12,12.0,11,12,12,,24.0,47 (12),0
8,6,Stone Cold de Demi Lovato,Cristina Ramos,11,10.0,12,9,11,,22.0,42 (11),0
8,6,"Lady, Lady de Amaya Saizar (Bravo)",Rocío Madrid,10,11.0,9,11,10,,20.0,41 (10),0
8,6,Mujer bruja de Mimi Doblas (Lola Índigo) (Training VIP),María Isabel,7,7.0,7,4,9,,15.0,25 (6),0
8,6,Superstition de Stevie Wonder,Jorge González,8,6.0,6,6,8,,15.0,26 (7),0
8,6,Sucker de Nick y Joe Jonas con Juan Carlos Oviedo como Kevin Jonas (Jonas Brothers) (Trae un amigo),Gemeliers,9,8.0,8,8,6,,14.0,33 (8),0
8,6,Pa ti no estoy de Rosana (Original y copia),Belinda Washington,5,9.0,10,10,5,,14.0,34 (9),0
8,6,Bye bye de David Civera,Mario Vaquerizo,6,5.0,5,7,7,,12.0,23 (5),0
8,6,Makafushigi Adventure! de Son Goku (Dragon Ball),El Monaguillo,4,4.0,4,5,4,,8.0,17 (4),0
8,7,Dance Monkey de Tones and I,Belinda Washington,12,12.0,12,12,12,,24.0,48 (12),0
8,7,(I've Had) The Time of My Life de Bill Medley con Gisela como Jennifer Warnes (Dirty Dancing) (Trae un amigo),Jorge González,11,11.0,11,7,11,,22.0,40 (11),0
8,7,Dámelo ya de Pastora Soler (Te lo robo - Cristina Ramos),María Isabel,9,10.0,9,6,8,,17.0,34 (9),0
8,7,Lovefool de Nina Persson (The Cardigans),Rocío Madrid,10,7.0,10,11,7,,17.0,38 (10),0
8,7,Yo te esperaré de Cali y El Dandee,Gemeliers,4,9.0,7,5,10,,16.0,25 (6),0
8,7,Macho Man de Victor Willis (Village People),El Monaguillo,6,4.0,4,4,9,,13.0,18 (4),0
8,7,Dear Future Husband de Meghan Trainor,Nerea Rodríguez,5,6.0,8,9,5,,12.0,28 (7),0
8,7,"Tócala, Uli de Jaime Urrutia (Gabinete Caligari)",Mario Vaquerizo,8,8.0,6,10,4,,12.0,32 (8),0
8,7,"No, por favor de José Vélez",Cristina Ramos,7,5.0,5,8,6,,11.0,25 (5),0
8,8,"Se dice de mí de Yolanda Rayo (Yo soy Betty, la fea)",Jorge González,11,,12,11,12,,23,34 (11),12
8,8,Se nos rompió el amor de Rocío Jurado (Homenaje a Lola Flores),Cristina Ramos,12,,11,12,11,,23,35 (12),11
8,8,Step Back In Time de Kylie Minogue (El programa de Hermida),Nerea Rodríguez,10,,9,6,10,,20,25 (10),10
8,8,The Shoop Shoop Song (It's in His Kiss) de Cher (Sorpresa ¡Sorpresa!),Belinda Washington,7,,8,10,9,,18,25 (9),9
8,8,Fiera inquieta de  Rosario Montes (Pasión de gavilanes),María Isabel,5,,10,7,8,,16,22 (8),8
8,8,Morenita de Miguel Ángel Muñoz y Pablo Puyol (Upa Dance) (Un paso adelante),Gemeliers,8,,5,8,7,,12,21 (5),7
8,8,Amigos para siempre de Joan Herrero (Los Manolos) con Marta Vaquerizo y Juan Pedro del Moral (De tú a tú),Mario Vaquerizo,6,,6,9,6,,12,21 (6),6
8,8,No te fallaré de Greta y los Garbo (Compañeros),Rocío Madrid,9,,7,5,5,,12,21 (7),5
8,8,El perdón de Nicky Jam (El hormiguero 3.0),El Monaguillo,4,,4,4,4,,8,12 (4),4
8,9,Shallow de Lady Gaga con Alex O'Dogherty como Bradley Cooper (Ha nacido una estrella) (Trae un amigo),Rocío Madrid,8,7.0,12,12,11,,23.0,39 (12),0
8,9,Human de Rag'n'Bone Man,Belinda Washington,9,9.0,8,11,12,,21.0,37 (9),0
8,9,Lo saben mis zapatos de Pablo López,Jorge González,7,12.0,11,8,10,,21.0,38 (11),0
8,9,"Torero de Julio Iglesias y José Luis Rodríguez ""El Puma""",Gemeliers,10,11.0,9,7,7,,17.0,37 (10),0
8,9,Mamma Knows Best de Jessie J,Cristina Ramos,6,10.0,10,10,8,,16.0,36 (8),0
8,9,Fallin' de Alicia Keys,Nerea Rodríguez,5,5.0,7,6,9,,14.0,23 (5),0
8,9,No me acuerdo de Natti Natasha con Ana Mena como Thalía (Trae un amigo),María Isabel,11,8.0,6,5,6,,12.0,30 (6),0
8,9,Me llamas de José Luis Perales (Te lo robo - Mario Vaquerizo),El Monaguillo,12,6.0,5,9,5,,12.0,32 (7),0
8,9,Boys will be Boys de Paulina Rubio,Mario Vaquerizo,4,4.0,4,4,4,,8.0,16 (4),0
8,10,Tanto la quería de Andy y Lucas (Original y copia),Gemeliers,11,12.0,11,10,12,,23.0,44 (11),0
8,10,Flaca de Andrés Calamaro,Mario Vaquerizo,5,6.0,9,11,11,,19.0,31 (8),0
8,10,Vas a volverme loca de Natalia (Training VIP),Nerea Rodríguez,12,9.0,10,8,9,,19.0,39 (10),0
8,10,Girls Like You de Adam Levine (Maroon 5),Jorge González,10,11.0,12,12,7,,19.0,45 (12),0
8,10,Marte de Melani García,Cristina Ramos,8,7.0,6,6,10,,16.0,27 (6),0
8,10,Arráncame de Vanesa Martín (Original y copia),Rocío Madrid,9,10.0,7,5,8,,15.0,31 (7),0
8,10,Don't Call Me Up de Mabel,María Isabel,7,8.0,8,9,5,,14.0,32 (9),0
8,10,Gigi l'amoroso de Dalida,Belinda Washington,6,4.0,4,4,6,,10.0,18 (4),0
8,10,Charlie Brown de Lou Deprijck (Two Man Sound),El Monaguillo,4,5.0,5,7,4,,9.0,21 (5),0
8,11,Into the Unknown de Elsa (Frozen II),Nerea Rodríguez,9,12.0,12,9,12,,23.0,42 (11),0
8,11,Alegría de vivir de Enrique Heredia (La Barbería del Sur),Jorge González,10,11.0,11,10,11,,21.0,42 (10),0
8,11,Old Town Road de Billy Ray Cyrus y Lil Nas X,Gemeliers,7,9.0,9,11,9,,17.0,36 (8),0
8,11,Only Love Can Hurt Like This de Paloma Faith,Cristina Ramos,11,10.0,8,8,8,,17.0,37 (9),0
8,11,Call Me de Sabrina con Alaska como Samantha Fox (Trae un amigo),Mario Vaquerizo,12,8.0,10,12,4,,16.0,42 (12),0
8,11,L.O.V.E de Natalie Cole,Belinda Washington,5,5.0,5,7,10,,15.0,22 (5),0
8,11,Rey del glam de Alaska (Alaska y Dinarama),El Monaguillo,6,7.0,6,5,6,,12.0,24 (6),0
8,11,El morrongo de Carmen Sevilla (Te lo robo - Nerea Rodríguez),Rocío Madrid,8,6.0,7,6,5,,12.0,27 (7),0
8,11,Abre tu mente de Merche,María Isabel,4,4.0,4,4,7,,11.0,16 (4),0
